Scenario,Algorithm,Grid,Uncovered%,Win,Initial Uncovered%,DifferenceUncovered%
"(8, 8, 2)",Abel 16x16 2000 10k,5,96.875,1,95.3125,1.5625
"(8, 8, 2)",Abel 16x16 750 100k,5,96.875,1,95.3125,1.5625
"(8, 8, 2)",Abel 4x4 100k 100,5,96.875,1,95.3125,1.5625
"(8, 8, 2)",Abel 8x8 10k 1k,5,96.875,1,95.3125,1.5625
"(8, 8, 2)",Kane + MCTS,5,96.875,1,95.3125,1.5625
"(8, 8, 2)",Abel 16x16 2000 10k,6,95.3125,0,93.75,1.5625
"(8, 8, 2)",Abel 16x16 750 100k,6,95.3125,0,93.75,1.5625
"(8, 8, 2)",Abel 4x4 100k 100,6,96.875,1,93.75,3.125
"(8, 8, 2)",Abel 8x8 10k 1k,6,96.875,1,93.75,3.125
"(8, 8, 2)",Kane + MCTS,6,96.875,1,93.75,3.125
"(8, 8, 2)",Abel 16x16 2000 10k,7,96.875,1,96.875,0.0
"(8, 8, 2)",Abel 16x16 750 100k,7,96.875,1,96.875,0.0
"(8, 8, 2)",Abel 4x4 100k 100,7,98.4375,0,96.875,1.5625
"(8, 8, 2)",Abel 8x8 10k 1k,7,98.4375,0,96.875,1.5625
"(8, 8, 2)",Kane + MCTS,7,96.875,1,96.875,0.0
"(8, 8, 2)",Abel 16x16 2000 10k,8,96.875,1,96.875,0.0
"(8, 8, 2)",Abel 16x16 750 100k,8,96.875,1,96.875,0.0
"(8, 8, 2)",Abel 4x4 100k 100,8,98.4375,0,96.875,1.5625
"(8, 8, 2)",Abel 8x8 10k 1k,8,98.4375,0,96.875,1.5625
"(8, 8, 2)",Kane + MCTS,8,96.875,1,96.875,0.0
"(8, 8, 2)",Abel 16x16 2000 10k,9,93.75,0,92.1875,1.5625
"(8, 8, 2)",Abel 16x16 750 100k,9,93.75,0,92.1875,1.5625
"(8, 8, 2)",Abel 4x4 100k 100,9,96.875,1,92.1875,4.6875
"(8, 8, 2)",Abel 8x8 10k 1k,9,96.875,1,92.1875,4.6875
"(8, 8, 2)",Kane + MCTS,9,96.875,1,92.1875,4.6875
"(8, 8, 2)",Abel 16x16 2000 10k,10,96.875,1,96.875,0.0
"(8, 8, 2)",Abel 16x16 750 100k,10,96.875,1,96.875,0.0
"(8, 8, 2)",Abel 4x4 100k 100,10,98.4375,0,96.875,1.5625
"(8, 8, 2)",Abel 8x8 10k 1k,10,98.4375,0,96.875,1.5625
"(8, 8, 2)",Kane + MCTS,10,96.875,1,96.875,0.0
"(8, 8, 2)",Abel 16x16 2000 10k,11,96.875,1,95.3125,1.5625
"(8, 8, 2)",Abel 16x16 750 100k,11,96.875,1,95.3125,1.5625
"(8, 8, 2)",Abel 4x4 100k 100,11,96.875,1,95.3125,1.5625
"(8, 8, 2)",Abel 8x8 10k 1k,11,96.875,1,95.3125,1.5625
"(8, 8, 2)",Kane + MCTS,11,96.875,1,95.3125,1.5625
"(8, 8, 2)",Abel 16x16 2000 10k,12,96.875,1,95.3125,1.5625
"(8, 8, 2)",Abel 16x16 750 100k,12,96.875,1,95.3125,1.5625
"(8, 8, 2)",Abel 4x4 100k 100,12,96.875,1,95.3125,1.5625
"(8, 8, 2)",Abel 8x8 10k 1k,12,96.875,1,95.3125,1.5625
"(8, 8, 2)",Kane + MCTS,12,96.875,1,95.3125,1.5625
"(8, 8, 2)",Abel 16x16 2000 10k,13,96.875,1,96.875,0.0
"(8, 8, 2)",Abel 16x16 750 100k,13,96.875,1,96.875,0.0
"(8, 8, 2)",Abel 4x4 100k 100,13,98.4375,0,96.875,1.5625
"(8, 8, 2)",Abel 8x8 10k 1k,13,98.4375,0,96.875,1.5625
"(8, 8, 2)",Kane + MCTS,13,96.875,1,96.875,0.0
"(8, 8, 2)",Abel 16x16 2000 10k,14,96.875,1,93.75,3.125
"(8, 8, 2)",Abel 16x16 750 100k,14,96.875,1,93.75,3.125
"(8, 8, 2)",Abel 4x4 100k 100,14,96.875,1,93.75,3.125
"(8, 8, 2)",Abel 8x8 10k 1k,14,96.875,1,93.75,3.125
"(8, 8, 2)",Kane + MCTS,14,96.875,1,93.75,3.125
"(8, 8, 2)",Abel 16x16 2000 10k,15,96.875,1,93.75,3.125
"(8, 8, 2)",Abel 16x16 750 100k,15,95.3125,0,93.75,1.5625
"(8, 8, 2)",Abel 4x4 100k 100,15,96.875,1,93.75,3.125
"(8, 8, 2)",Abel 8x8 10k 1k,15,96.875,1,93.75,3.125
"(8, 8, 2)",Kane + MCTS,15,96.875,1,93.75,3.125
"(8, 8, 2)",Abel 16x16 2000 10k,16,96.875,1,93.75,3.125
"(8, 8, 2)",Abel 16x16 750 100k,16,95.3125,0,93.75,1.5625
"(8, 8, 2)",Abel 4x4 100k 100,16,96.875,1,93.75,3.125
"(8, 8, 2)",Abel 8x8 10k 1k,16,96.875,1,93.75,3.125
"(8, 8, 2)",Kane + MCTS,16,96.875,1,93.75,3.125
"(8, 8, 2)",Abel 16x16 2000 10k,17,96.875,1,93.75,3.125
"(8, 8, 2)",Abel 16x16 750 100k,17,95.3125,0,93.75,1.5625
"(8, 8, 2)",Abel 4x4 100k 100,17,96.875,1,93.75,3.125
"(8, 8, 2)",Abel 8x8 10k 1k,17,96.875,1,93.75,3.125
"(8, 8, 2)",Kane + MCTS,17,96.875,1,93.75,3.125
"(8, 8, 2)",Abel 16x16 2000 10k,18,96.875,1,95.3125,1.5625
"(8, 8, 2)",Abel 16x16 750 100k,18,96.875,1,95.3125,1.5625
"(8, 8, 2)",Abel 4x4 100k 100,18,96.875,1,95.3125,1.5625
"(8, 8, 2)",Abel 8x8 10k 1k,18,96.875,1,95.3125,1.5625
"(8, 8, 2)",Kane + MCTS,18,96.875,1,95.3125,1.5625
"(8, 8, 2)",Abel 16x16 2000 10k,19,96.875,1,93.75,3.125
"(8, 8, 2)",Abel 16x16 750 100k,19,96.875,1,93.75,3.125
"(8, 8, 2)",Abel 4x4 100k 100,19,96.875,1,93.75,3.125
"(8, 8, 2)",Abel 8x8 10k 1k,19,96.875,1,93.75,3.125
"(8, 8, 2)",Kane + MCTS,19,96.875,1,93.75,3.125
"(8, 8, 2)",Abel 16x16 2000 10k,20,96.875,1,96.875,0.0
"(8, 8, 2)",Abel 16x16 750 100k,20,96.875,1,96.875,0.0
"(8, 8, 2)",Abel 4x4 100k 100,20,98.4375,0,96.875,1.5625
"(8, 8, 2)",Abel 8x8 10k 1k,20,98.4375,0,96.875,1.5625
"(8, 8, 2)",Kane + MCTS,20,96.875,1,96.875,0.0
"(8, 8, 20)",Abel 16x16 2000 10k,1,4.6875,0,1.5625,3.125
"(8, 8, 20)",Abel 16x16 750 100k,1,7.8125,0,1.5625,6.25
"(8, 8, 20)",Abel 4x4 100k 100,1,12.5,0,1.5625,10.9375
"(8, 8, 20)",Abel 8x8 10k 1k,1,9.375,0,1.5625,7.8125
"(8, 8, 20)",Kane + MCTS,1,7.8125,0,1.5625,6.25
"(8, 8, 20)",Abel 16x16 2000 10k,2,4.6875,0,1.5625,3.125
"(8, 8, 20)",Abel 16x16 750 100k,2,15.625,0,1.5625,14.0625
"(8, 8, 20)",Abel 4x4 100k 100,2,7.8125,0,1.5625,6.25
"(8, 8, 20)",Abel 8x8 10k 1k,2,6.25,0,1.5625,4.6875
"(8, 8, 20)",Kane + MCTS,2,4.6875,0,1.5625,3.125
"(8, 8, 20)",Abel 16x16 2000 10k,3,6.25,0,1.5625,4.6875
"(8, 8, 20)",Abel 16x16 750 100k,3,4.6875,0,1.5625,3.125
"(8, 8, 20)",Abel 4x4 100k 100,3,26.5625,0,1.5625,25.0
"(8, 8, 20)",Abel 8x8 10k 1k,3,20.3125,0,1.5625,18.75
"(8, 8, 20)",Kane + MCTS,3,14.0625,0,1.5625,12.5
"(8, 8, 20)",Abel 16x16 2000 10k,4,9.375,0,1.5625,7.8125
"(8, 8, 20)",Abel 16x16 750 100k,4,10.9375,0,1.5625,9.375
"(8, 8, 20)",Abel 4x4 100k 100,4,28.125,0,1.5625,26.5625
"(8, 8, 20)",Abel 8x8 10k 1k,4,26.5625,0,1.5625,25.0
"(8, 8, 20)",Kane + MCTS,4,7.8125,0,1.5625,6.25
"(8, 8, 20)",Abel 16x16 2000 10k,5,14.0625,0,1.5625,12.5
"(8, 8, 20)",Abel 16x16 750 100k,5,23.4375,0,1.5625,21.875
"(8, 8, 20)",Abel 4x4 100k 100,5,26.5625,0,1.5625,25.0
"(8, 8, 20)",Abel 8x8 10k 1k,5,15.625,0,1.5625,14.0625
"(8, 8, 20)",Kane + MCTS,5,9.375,0,1.5625,7.8125
"(8, 8, 20)",Abel 16x16 2000 10k,6,9.375,0,1.5625,7.8125
"(8, 8, 20)",Abel 16x16 750 100k,6,15.625,0,1.5625,14.0625
"(8, 8, 20)",Abel 4x4 100k 100,6,10.9375,0,1.5625,9.375
"(8, 8, 20)",Abel 8x8 10k 1k,6,6.25,0,1.5625,4.6875
"(8, 8, 20)",Kane + MCTS,6,3.125,0,1.5625,1.5625
"(8, 8, 20)",Abel 16x16 2000 10k,7,15.625,0,1.5625,14.0625
"(8, 8, 20)",Abel 16x16 750 100k,7,10.9375,0,1.5625,9.375
"(8, 8, 20)",Abel 4x4 100k 100,7,15.625,0,1.5625,14.0625
"(8, 8, 20)",Abel 8x8 10k 1k,7,14.0625,0,1.5625,12.5
"(8, 8, 20)",Kane + MCTS,7,3.125,0,1.5625,1.5625
"(8, 8, 20)",Abel 16x16 2000 10k,8,10.9375,0,1.5625,9.375
"(8, 8, 20)",Abel 16x16 750 100k,8,23.4375,0,1.5625,21.875
"(8, 8, 20)",Abel 4x4 100k 100,8,39.0625,0,1.5625,37.5
"(8, 8, 20)",Abel 8x8 10k 1k,8,15.625,0,1.5625,14.0625
"(8, 8, 20)",Kane + MCTS,8,3.125,0,1.5625,1.5625
"(8, 8, 20)",Abel 16x16 2000 10k,9,9.375,0,1.5625,7.8125
"(8, 8, 20)",Abel 16x16 750 100k,9,6.25,0,1.5625,4.6875
"(8, 8, 20)",Abel 4x4 100k 100,9,78.125,1,1.5625,76.5625
"(8, 8, 20)",Abel 8x8 10k 1k,9,78.125,1,1.5625,76.5625
"(8, 8, 20)",Kane + MCTS,9,78.125,1,1.5625,76.5625
"(8, 8, 20)",Abel 16x16 2000 10k,10,6.25,0,1.5625,4.6875
"(8, 8, 20)",Abel 16x16 750 100k,10,3.125,0,1.5625,1.5625
"(8, 8, 20)",Abel 4x4 100k 100,10,12.5,0,1.5625,10.9375
"(8, 8, 20)",Abel 8x8 10k 1k,10,9.375,0,1.5625,7.8125
"(8, 8, 20)",Kane + MCTS,10,6.25,0,1.5625,4.6875
"(8, 8, 20)",Abel 16x16 2000 10k,11,4.6875,0,1.5625,3.125
"(8, 8, 20)",Abel 16x16 750 100k,11,17.1875,0,1.5625,15.625
"(8, 8, 20)",Abel 4x4 100k 100,11,18.75,0,1.5625,17.1875
"(8, 8, 20)",Abel 8x8 10k 1k,11,10.9375,0,1.5625,9.375
"(8, 8, 20)",Kane + MCTS,11,4.6875,0,1.5625,3.125
"(8, 8, 20)",Abel 16x16 2000 10k,12,12.5,0,1.5625,10.9375
"(8, 8, 20)",Abel 16x16 750 100k,12,10.9375,0,1.5625,9.375
"(8, 8, 20)",Abel 4x4 100k 100,12,9.375,0,1.5625,7.8125
"(8, 8, 20)",Abel 8x8 10k 1k,12,7.8125,0,1.5625,6.25
"(8, 8, 20)",Kane + MCTS,12,3.125,0,1.5625,1.5625
"(8, 8, 20)",Abel 16x16 2000 10k,13,3.125,0,1.5625,1.5625
"(8, 8, 20)",Abel 16x16 750 100k,13,9.375,0,1.5625,7.8125
"(8, 8, 20)",Abel 4x4 100k 100,13,12.5,0,1.5625,10.9375
"(8, 8, 20)",Abel 8x8 10k 1k,13,6.25,0,1.5625,4.6875
"(8, 8, 20)",Kane + MCTS,13,4.6875,0,1.5625,3.125
"(8, 8, 20)",Abel 16x16 2000 10k,14,3.125,0,1.5625,1.5625
"(8, 8, 20)",Abel 16x16 750 100k,14,6.25,0,1.5625,4.6875
"(8, 8, 20)",Abel 4x4 100k 100,14,9.375,0,1.5625,7.8125
"(8, 8, 20)",Abel 8x8 10k 1k,14,6.25,0,1.5625,4.6875
"(8, 8, 20)",Kane + MCTS,14,4.6875,0,1.5625,3.125
"(8, 8, 20)",Abel 16x16 2000 10k,15,12.5,0,1.5625,10.9375
"(8, 8, 20)",Abel 16x16 750 100k,15,7.8125,0,1.5625,6.25
"(8, 8, 20)",Abel 4x4 100k 100,15,26.5625,0,1.5625,25.0
"(8, 8, 20)",Abel 8x8 10k 1k,15,17.1875,0,1.5625,15.625
"(8, 8, 20)",Kane + MCTS,15,4.6875,0,1.5625,3.125
"(8, 8, 20)",Abel 16x16 2000 10k,16,7.8125,0,1.5625,6.25
"(8, 8, 20)",Abel 16x16 750 100k,16,3.125,0,1.5625,1.5625
"(8, 8, 20)",Abel 4x4 100k 100,16,10.9375,0,1.5625,9.375
"(8, 8, 20)",Abel 8x8 10k 1k,16,7.8125,0,1.5625,6.25
"(8, 8, 20)",Kane + MCTS,16,3.125,0,1.5625,1.5625
"(8, 8, 20)",Abel 16x16 2000 10k,17,9.375,0,1.5625,7.8125
"(8, 8, 20)",Abel 16x16 750 100k,17,7.8125,0,1.5625,6.25
"(8, 8, 20)",Abel 4x4 100k 100,17,17.1875,0,1.5625,15.625
"(8, 8, 20)",Abel 8x8 10k 1k,17,6.25,0,1.5625,4.6875
"(8, 8, 20)",Kane + MCTS,17,4.6875,0,1.5625,3.125
"(8, 8, 20)",Abel 16x16 2000 10k,18,3.125,0,1.5625,1.5625
"(8, 8, 20)",Abel 16x16 750 100k,18,15.625,0,1.5625,14.0625
"(8, 8, 20)",Abel 4x4 100k 100,18,79.6875,0,1.5625,78.125
"(8, 8, 20)",Abel 8x8 10k 1k,18,79.6875,0,1.5625,78.125
"(8, 8, 20)",Kane + MCTS,18,78.125,1,1.5625,76.5625
"(8, 8, 20)",Abel 16x16 2000 10k,19,3.125,0,1.5625,1.5625
"(8, 8, 20)",Abel 16x16 750 100k,19,14.0625,0,1.5625,12.5
"(8, 8, 20)",Abel 4x4 100k 100,19,29.6875,0,1.5625,28.125
"(8, 8, 20)",Abel 8x8 10k 1k,19,18.75,0,1.5625,17.1875
"(8, 8, 20)",Kane + MCTS,19,17.1875,0,1.5625,15.625
"(8, 8, 20)",Abel 16x16 2000 10k,20,6.25,0,1.5625,4.6875
"(8, 8, 20)",Abel 16x16 750 100k,20,10.9375,0,1.5625,9.375
"(8, 8, 20)",Abel 4x4 100k 100,20,10.9375,0,1.5625,9.375
"(8, 8, 20)",Abel 8x8 10k 1k,20,9.375,0,1.5625,7.8125
"(8, 8, 20)",Kane + MCTS,20,3.125,0,1.5625,1.5625
